skill_a,skill_b,month,pair_postings,postings_a,postings_b,postings_that_month,confidence_a_to_b,lift
docker,scala,2024-01-01,50,570,329,2880,0.08771929824561403,0.7678771396576548
docker,snowflake,2024-01-01,62,570,520,2880,0.10877192982456141,0.6024291497975709
docker,spark,2024-01-01,81,570,585,2880,0.14210526315789473,0.6995951417004048
docker,sql,2024-01-01,81,570,585,2880,0.14210526315789473,0.6995951417004048
docker,tableau,2024-01-01,50,570,329,2880,0.08771929824561403,0.7678771396576548
docker,terraform,2024-01-01,75,570,499,2880,0.13157894736842105,0.7594135639700453
gcp,airflow,2024-01-01,82,581,585,2880,0.14113597246127366,0.6948232490401165
gcp,aws,2024-01-01,82,581,586,2880,0.14113597246127366,0.6936375438369764
gcp,azure,2024-01-01,82,581,586,2880,0.14113597246127366,0.6936375438369764
gcp,databricks,2024-01-01,40,581,400,2880,0.06884681583476764,0.49569707401032703
gcp,dbt,2024-01-01,46,581,260,2880,0.07917383820998279,0.8770025155567325
gcp,docker,2024-01-01,81,581,570,2880,0.13941480206540446,0.7044116314883595
gcp,hadoop,2024-01-01,324,581,860,2880,0.5576592082616179,1.8675099067365808
gcp,hive,2024-01-01,82,581,586,2880,0.14113597246127366,0.6936375438369764
gcp,java,2024-01-01,50,581,329,2880,0.08605851979345955,0.7533390182527766
gcp,kafka,2024-01-01,82,581,586,2880,0.14113597246127366,0.6936375438369764
gcp,kubernetes,2024-01-01,71,581,476,2880,0.12220309810671257,0.7393800893851517
gcp,powerbi,2024-01-01,50,581,329,2880,0.08605851979345955,0.7533390182527766
gcp,python,2024-01-01,581,581,2880,2880,1.0,1.0
gcp,scala,2024-01-01,50,581,329,2880,0.08605851979345955,0.7533390182527766
gcp,snowflake,2024-01-01,62,581,520,2880,0.10671256454388985,0.5910234343969284
gcp,spark,2024-01-01,82,581,585,2880,0.14113597246127366,0.6948232490401165
gcp,sql,2024-01-01,82,581,585,2880,0.14113597246127366,0.6948232490401165
gcp,tableau,2024-01-01,50,581,329,2880,0.08605851979345955,0.7533390182527766
gcp,terraform,2024-01-01,76,581,499,2880,0.13080895008605853,0.7549694914786543
hadoop,airflow,2024-01-01,114,860,585,2880,0.1325581395348837,0.6525939177101968
hadoop,aws,2024-01-01,102,860,586,2880,0.1186046511627907,0.5829034050321454
hadoop,azure,2024-01-01,316,860,586,2880,0.3674418604651163,1.8058576077466466
hadoop,docker,2024-01-01,324,860,570,2880,0.3767441860465116,1.9035495716034272
hadoop,gcp,2024-01-01,324,860,581,2880,0.3767441860465116,1.8675099067365808
hadoop,hive,2024-01-01,113,860,586,2880,0.1313953488372093,0.6457655369473768
hadoop,java,2024-01-01,99,860,329,2880,0.11511627906976744,1.0077048137414293
hadoop,kafka,2024-01-01,113,860,586,2880,0.1313953488372093,0.6457655369473768
hadoop,kubernetes,2024-01-01,193,860,476,2880,0.22441860465116278,1.357826851670901
hadoop,powerbi,2024-01-01,99,860,329,2880,0.11511627906976744,1.0077048137414293
hadoop,python,2024-01-01,860,860,2880,2880,1.0,1.0
hadoop,scala,2024-01-01,99,860,329,2880,0.11511627906976744,1.0077048137414293
hadoop,spark,2024-01-01,114,860,585,2880,0.1325581395348837,0.6525939177101968
hadoop,sql,2024-01-01,114,860,585,2880,0.1325581395348837,0.6525939177101968
hadoop,tableau,2024-01-01,99,860,329,2880,0.11511627906976744,1.0077048137414293
hadoop,terraform,2024-01-01,99,860,499,2880,0.11511627906976744,0.6643985645710024
hive,airflow,2024-01-01,82,586,585,2880,0.13993174061433447,0.6888947230244159
hive,aws,2024-01-01,82,586,586,2880,0.13993174061433447,0.6877191347598691
hive,azure,2024-01-01,82,586,586,2880,0.13993174061433447,0.6877191347598691
hive,databricks,2024-01-01,152,586,400,2880,0.2593856655290102,1.8675767918088737
hive,dbt,2024-01-01,16,586,260,2880,0.027303754266211604,0.30244158571803625
hive,docker,2024-01-01,81,586,570,2880,0.13822525597269625,0.6984012933357284
hive,gcp,2024-01-01,82,586,581,2880,0.13993174061433447,0.6936375438369764
hive,hadoop,2024-01-01,113,586,860,2880,0.19283276450511946,0.6457655369473768
hive,java,2024-01-01,51,586,329,2880,0.08703071672354949,0.7618494351483968
hive,kafka,2024-01-01,82,586,586,2880,0.13993174061433447,0.6877191347598691
hive,kubernetes,2024-01-01,75,586,476,2880,0.12798634812286688,0.7743711819198669
hive,powerbi,2024-01-01,51,586,329,2880,0.08703071672354949,0.7618494351483968
hive,python,2024-01-01,586,586,2880,2880,1.0,1.0
hive,scala,2024-01-01,51,586,329,2880,0.08703071672354949,0.7618494351483968
hive,snowflake,2024-01-01,63,586,520,2880,0.1075085324232082,0.5954318718823838
hive,spark,2024-01-01,82,586,585,2880,0.13993174061433447,0.6888947230244159
hive,sql,2024-01-01,82,586,585,2880,0.13993174061433447,0.6888947230244159
hive,tableau,2024-01-01,51,586,329,2880,0.08703071672354949,0.7618494351483968
hive,terraform,2024-01-01,77,586,499,2880,0.13139931740614336,0.758376821903192
java,airflow,2024-01-01,51,329,585,2880,0.15501519756838905,0.7631517418751461
java,aws,2024-01-01,51,329,586,2880,0.15501519756838905,0.7618494351483968
java,azure,2024-01-01,51,329,586,2880,0.15501519756838905,0.7618494351483968
java,databricks,2024-01-01,40,329,400,2880,0.12158054711246201,0.8753799392097265
java,dbt,2024-01-01,16,329,260,2880,0.0486322188449848,0.5386953472059856
java,docker,2024-01-01,50,329,570,2880,0.1519756838905775,0.7678771396576548
java,gcp,2024-01-01,50,329,581,2880,0.1519756838905775,0.7533390182527766
java,hadoop,2024-01-01,99,329,860,2880,0.3009118541033435,1.0077048137414293
java,hive,2024-01-01,51,329,586,2880,0.15501519756838905,0.7618494351483968
java,kafka,2024-01-01,51,329,586,2880,0.15501519756838905,0.7618494351483968
java,kubernetes,2024-01-01,29,329,476,2880,0.08814589665653495,0.5333197108630686
java,powerbi,2024-01-01,20,329,329,2880,0.060790273556231005,0.5321458597019614
java,python,2024-01-01,329,329,2880,2880,1.0,1.0
java,scala,2024-01-01,20,329,329,2880,0.060790273556231005,0.5321458597019614
java,snowflake,2024-01-01,62,329,520,2880,0.1884498480243161,1.043722235211597
java,spark,2024-01-01,51,329,585,2880,0.15501519756838905,0.7631517418751461
java,sql,2024-01-01,51,329,585,2880,0.15501519756838905,0.7631517418751461
java,tableau,2024-01-01,20,329,329,2880,0.060790273556231005,0.5321458597019614
java,terraform,2024-01-01,31,329,499,2880,0.09422492401215805,0.5438232087274854
kafka,airflow,2024-01-01,82,586,585,2880,0.13993174061433447,0.6888947230244159
kafka,aws,2024-01-01,82,586,586,2880,0.13993174061433447,0.6877191347598691
kafka,azure,2024-01-01,82,586,586,2880,0.13993174061433447,0.6877191347598691
kafka,databricks,2024-01-01,280,586,400,2880,0.4778156996587031,3.4402730375426622
kafka,dbt,2024-01-01,47,586,260,2880,0.08020477815699659,0.8884221580467314
kafka,docker,2024-01-01,81,586,570,2880,0.13822525597269625,0.6984012933357284
kafka,gcp,2024-01-01,82,586,581,2880,0.13993174061433447,0.6936375438369764
kafka,hadoop,2024-01-01,113,586,860,2880,0.19283276450511946,0.6457655369473768
kafka,hive,2024-01-01,82,586,586,2880,0.13993174061433447,0.6877191347598691
kafka,java,2024-01-01,51,586,329,2880,0.08703071672354949,0.7618494351483968
kafka,kubernetes,2024-01-01,75,586,476,2880,0.12798634812286688,0.7743711819198669
kafka,powerbi,2024-01-01,51,586,329,2880,0.08703071672354949,0.7618494351483968
kafka,python,2024-01-01,586,586,2880,2880,1.0,1.0
kafka,scala,2024-01-01,51,586,329,2880,0.08703071672354949,0.7618494351483968
kafka,snowflake,2024-01-01,63,586,520,2880,0.1075085324232082,0.5954318718823838
kafka,spark,2024-01-01,82,586,585,2880,0.13993174061433447,0.6888947230244159
kafka,sql,2024-01-01,82,586,585,2880,0.13993174061433447,0.6888947230244159
kafka,tableau,2024-01-01,51,586,329,2880,0.08703071672354949,0.7618494351483968
kafka,terraform,2024-01-01,77,586,499,2880,0.13139931740614336,0.758376821903192
kubernetes,airflow,2024-01-01,75,476,585,2880,0.15756302521008403,0.7756948933419522
kubernetes,aws,2024-01-01,75,476,586,2880,0.15756302521008403,0.7743711819198669
kubernetes,azure,2024-01-01,75,476,586,2880,0.15756302521008403,0.7743711819198669
kubernetes,databricks,2024-01-01,40,476,400,2880,0.08403361344537816,0.6050420168067226
kubernetes,dbt,2024-01-01,46,476,260,2880,0.09663865546218488,1.070458952811894
kubernetes,docker,2024-01-01,60,476,570,2880,0.12605042016806722,0.6368863334807607
kubernetes,gcp,2024-01-01,71,476,581,2880,0.14915966386554622,0.7393800893851517
kubernetes,hadoop,2024-01-01,193,476,860,2880,0.4054621848739496,1.357826851670901
kubernetes,hive,2024-01-01,75,476,586,2880,0.15756302521008403,0.7743711819198669
kubernetes,java,2024-01-01,29,476,329,2880,0.06092436974789916,0.5333197108630686
kubernetes,kafka,2024-01-01,75,476,586,2880,0.15756302521008403,0.7743711819198669
kubernetes,powerbi,2024-01-01,29,476,329,2880,0.06092436974789916,0.5333197108630686
kubernetes,python,2024-01-01,476,476,2880,2880,1.0,1.0
kubernetes,scala,2024-01-01,29,476,329,2880,0.06092436974789916,0.5333197108630686
kubernetes,snowflake,2024-01-01,62,476,520,2880,0.13025210084033614,0.7213962508080155
kubernetes,spark,2024-01-01,75,476,585,2880,0.15756302521008403,0.7756948933419522
kubernetes,sql,2024-01-01,75,476,585,2880,0.15756302521008403,0.7756948933419522
kubernetes,tableau,2024-01-01,29,476,329,2880,0.06092436974789916,0.5333197108630686
kubernetes,terraform,2024-01-01,55,476,499,2880,0.11554621848739496,0.6668799784442835
powerbi,airflow,2024-01-01,51,329,585,2880,0.15501519756838905,0.7631517418751461
powerbi,aws,2024-01-01,51,329,586,2880,0.15501519756838905,0.7618494351483968
powerbi,azure,2024-01-01,51,329,586,2880,0.15501519756838905,0.7618494351483968
powerbi,databricks,2024-01-01,47,329,400,2880,0.14285714285714285,1.0285714285714285
powerbi,dbt,2024-01-01,46,329,260,2880,0.1398176291793313,1.5487491232172084
powerbi,docker,2024-01-01,50,329,570,2880,0.1519756838905775,0.7678771396576548
powerbi,gcp,2024-01-01,50,329,581,2880,0.1519756838905775,0.7533390182527766
powerbi,hadoop,2024-01-01,99,329,860,2880,0.3009118541033435,1.0077048137414293
powerbi,hive,2024-01-01,51,329,586,2880,0.15501519756838905,0.7618494351483968
powerbi,java,2024-01-01,20,329,329,2880,0.060790273556231005,0.5321458597019614
powerbi,kafka,2024-01-01,51,329,586,2880,0.15501519756838905,0.7618494351483968
powerbi,kubernetes,2024-01-01,29,329,476,2880,0.08814589665653495,0.5333197108630686
powerbi,python,2024-01-01,329,329,2880,2880,1.0,1.0
powerbi,scala,2024-01-01,20,329,329,2880,0.060790273556231005,0.5321458597019614
powerbi,snowflake,2024-01-01,62,329,520,2880,0.1884498480243161,1.043722235211597
powerbi,spark,2024-01-01,51,329,585,2880,0.15501519756838905,0.7631517418751461
powerbi,sql,2024-01-01,51,329,585,2880,0.15501519756838905,0.7631517418751461
powerbi,tableau,2024-01-01,20,329,329,2880,0.060790273556231005,0.5321458597019614
powerbi,terraform,2024-01-01,31,329,499,2880,0.09422492401215805,0.5438232087274854
python,airflow,2024-01-01,585,2880,585,2880,0.203125,1.0
python,aws,2024-01-01,586,2880,586,2880,0.20347222222222222,1.0
python,azure,2024-01-01,586,2880,586,2880,0.20347222222222222,1.0
python,databricks,2024-01-01,400,2880,400,2880,0.1388888888888889,1.0
python,dbt,2024-01-01,260,2880,260,2880,0.09027777777777778,1.0
python,docker,2024-01-01,570,2880,570,2880,0.19791666666666666,1.0
python,gcp,2024-01-01,581,2880,581,2880,0.20173611111111112,1.0
python,hadoop,2024-01-01,860,2880,860,2880,0.2986111111111111,1.0
python,hive,2024-01-01,586,2880,586,2880,0.20347222222222222,1.0
python,java,2024-01-01,329,2880,329,2880,0.11423611111111111,1.0
python,kafka,2024-01-01,586,2880,586,2880,0.20347222222222222,1.0
python,kubernetes,2024-01-01,476,2880,476,2880,0.16527777777777777,1.0
python,powerbi,2024-01-01,329,2880,329,2880,0.11423611111111111,1.0
python,scala,2024-01-01,329,2880,329,2880,0.11423611111111111,1.0
python,snowflake,2024-01-01,520,2880,520,2880,0.18055555555555555,1.0
python,spark,2024-01-01,585,2880,585,2880,0.203125,1.0
python,sql,2024-01-01,585,2880,585,2880,0.203125,1.0
python,tableau,2024-01-01,329,2880,329,2880,0.11423611111111111,1.0
python,terraform,2024-01-01,499,2880,499,2880,0.17326388888888888,1.0
scala,airflow,2024-01-01,51,329,585,2880,0.15501519756838905,0.7631517418751461
scala,aws,2024-01-01,51,329,586,2880,0.15501519756838905,0.7618494351483968
scala,azure,2024-01-01,51,329,586,2880,0.15501519756838905,0.7618494351483968
scala,databricks,2024-01-01,40,329,400,2880,0.12158054711246201,0.8753799392097265
scala,dbt,2024-01-01,46,329,260,2880,0.1398176291793313,1.5487491232172084
scala,docker,2024-01-01,50,329,570,2880,0.1519756838905775,0.7678771396576548
scala,gcp,2024-01-01,50,329,581,2880,0.1519756838905775,0.7533390182527766
scala,hadoop,2024-01-01,99,329,860,2880,0.3009118541033435,1.0077048137414293
scala,hive,2024-01-01,51,329,586,2880,0.15501519756838905,0.7618494351483968
scala,java,2024-01-01,20,329,329,2880,0.060790273556231005,0.5321458597019614
scala,kafka,2024-01-01,51,329,586,2880,0.15501519756838905,0.7618494351483968
scala,kubernetes,2024-01-01,29,329,476,2880,0.08814589665653495,0.5333197108630686
scala,powerbi,2024-01-01,20,329,329,2880,0.060790273556231005,0.5321458597019614
scala,python,2024-01-01,329,329,2880,2880,1.0,1.0
scala,snowflake,2024-01-01,62,329,520,2880,0.1884498480243161,1.043722235211597
scala,spark,2024-01-01,51,329,585,2880,0.15501519756838905,0.7631517418751461
scala,sql,2024-01-01,51,329,585,2880,0.15501519756838905,0.7631517418751461
scala,tableau,2024-01-01,20,329,329,2880,0.060790273556231005,0.5321458597019614
scala,terraform,2024-01-01,31,329,499,2880,0.09422492401215805,0.5438232087274854
snowflake,airflow,2024-01-01,63,520,585,2880,0.12115384615384615,0.5964497041420118
snowflake,aws,2024-01-01,63,520,586,2880,0.12115384615384615,0.5954318718823838
snowflake,azure,2024-01-01,63,520,586,2880,0.12115384615384615,0.5954318718823838
snowflake,dbt,2024-01-01,260,520,260,2880,0.5,5.538461538461538
snowflake,docker,2024-01-01,62,520,570,2880,0.11923076923076924,0.6024291497975709
snowflake,gcp,2024-01-01,62,520,581,2880,0.11923076923076924,0.5910234343969284
snowflake,hive,2024-01-01,63,520,586,2880,0.12115384615384615,0.5954318718823838
snowflake,java,2024-01-01,62,520,329,2880,0.11923076923076924,1.043722235211597
snowflake,kafka,2024-01-01,63,520,586,2880,0.12115384615384615,0.5954318718823838
snowflake,kubernetes,2024-01-01,62,520,476,2880,0.11923076923076924,0.7213962508080155
snowflake,powerbi,2024-01-01,62,520,329,2880,0.11923076923076924,1.043722235211597
snowflake,python,2024-01-01,520,520,2880,2880,1.0,1.0
snowflake,scala,2024-01-01,62,520,329,2880,0.11923076923076924,1.043722235211597
snowflake,spark,2024-01-01,70,520,585,2880,0.1346153846153846,0.6627218934911243
snowflake,sql,2024-01-01,288,520,585,2880,0.5538461538461539,2.7266272189349112
snowflake,tableau,2024-01-01,62,520,329,2880,0.11923076923076924,1.043722235211597
snowflake,terraform,2024-01-01,62,520,499,2880,0.11923076923076924,0.6881455218128565
spark,airflow,2024-01-01,82,585,585,2880,0.14017094017094017,0.6900723208415516
spark,aws,2024-01-01,82,585,586,2880,0.14017094017094017,0.6888947230244159
spark,azure,2024-01-01,82,585,586,2880,0.14017094017094017,0.6888947230244159
spark,databricks,2024-01-01,55,585,400,2880,0.09401709401709402,0.676923076923077
spark,dbt,2024-01-01,50,585,260,2880,0.08547008547008547,0.9467455621301775
spark,docker,2024-01-01,81,585,570,2880,0.13846153846153847,0.6995951417004048
spark,gcp,2024-01-01,82,585,581,2880,0.14017094017094017,0.6948232490401165
spark,hadoop,2024-01-01,114,585,860,2880,0.19487179487179487,0.6525939177101968
spark,hive,2024-01-01,82,585,586,2880,0.14017094017094017,0.6888947230244159
spark,java,2024-01-01,51,585,329,2880,0.08717948717948718,0.7631517418751461
spark,kafka,2024-01-01,82,585,586,2880,0.14017094017094017,0.6888947230244159
spark,kubernetes,2024-01-01,75,585,476,2880,0.1282051282051282,0.7756948933419522
spark,powerbi,2024-01-01,51,585,329,2880,0.08717948717948718,0.7631517418751461
spark,python,2024-01-01,585,585,2880,2880,1.0,1.0
spark,scala,2024-01-01,51,585,329,2880,0.08717948717948718,0.7631517418751461
spark,snowflake,2024-01-01,70,585,520,2880,0.11965811965811966,0.6627218934911243
spark,sql,2024-01-01,82,585,585,2880,0.14017094017094017,0.6900723208415516
spark,tableau,2024-01-01,51,585,329,2880,0.08717948717948718,0.7631517418751461
spark,terraform,2024-01-01,76,585,499,2880,0.12991452991452992,0.7498073069215354
sql,airflow,2024-01-01,82,585,585,2880,0.14017094017094017,0.6900723208415516
sql,aws,2024-01-01,82,585,586,2880,0.14017094017094017,0.6888947230244159
sql,azure,2024-01-01,82,585,586,2880,0.14017094017094017,0.6888947230244159
sql,databricks,2024-01-01,55,585,400,2880,0.09401709401709402,0.676923076923077
sql,dbt,2024-01-01,136,585,260,2880,0.23247863247863249,2.575147928994083
sql,docker,2024-01-01,81,585,570,2880,0.13846153846153847,0.6995951417004048
sql,gcp,2024-01-01,82,585,581,2880,0.14017094017094017,0.6948232490401165
sql,hadoop,2024-01-01,114,585,860,2880,0.19487179487179487,0.6525939177101968
sql,hive,2024-01-01,82,585,586,2880,0.14017094017094017,0.6888947230244159
sql,java,2024-01-01,51,585,329,2880,0.08717948717948718,0.7631517418751461
sql,kafka,2024-01-01,82,585,586,2880,0.14017094017094017,0.6888947230244159
sql,kubernetes,2024-01-01,75,585,476,2880,0.1282051282051282,0.7756948933419522
sql,powerbi,2024-01-01,51,585,329,2880,0.08717948717948718,0.7631517418751461
sql,python,2024-01-01,585,585,2880,2880,1.0,1.0
sql,scala,2024-01-01,51,585,329,2880,0.08717948717948718,0.7631517418751461
sql,snowflake,2024-01-01,288,585,520,2880,0.49230769230769234,2.7266272189349112
sql,spark,2024-01-01,82,585,585,2880,0.14017094017094017,0.6900723208415516
sql,tableau,2024-01-01,51,585,329,2880,0.08717948717948718,0.7631517418751461
sql,terraform,2024-01-01,76,585,499,2880,0.12991452991452992,0.7498073069215354
tableau,airflow,2024-01-01,51,329,585,2880,0.15501519756838905,0.7631517418751461
tableau,aws,2024-01-01,51,329,586,2880,0.15501519756838905,0.7618494351483968
tableau,azure,2024-01-01,51,329,586,2880,0.15501519756838905,0.7618494351483968
tableau,databricks,2024-01-01,55,329,400,2880,0.16717325227963525,1.203647416413374
tableau,dbt,2024-01-01,16,329,260,2880,0.0486322188449848,0.5386953472059856
tableau,docker,2024-01-01,50,329,570,2880,0.1519756838905775,0.7678771396576548
tableau,gcp,2024-01-01,50,329,581,2880,0.1519756838905775,0.7533390182527766
tableau,hadoop,2024-01-01,99,329,860,2880,0.3009118541033435,1.0077048137414293
tableau,hive,2024-01-01,51,329,586,2880,0.15501519756838905,0.7618494351483968
tableau,java,2024-01-01,20,329,329,2880,0.060790273556231005,0.5321458597019614
tableau,kafka,2024-01-01,51,329,586,2880,0.15501519756838905,0.7618494351483968
tableau,kubernetes,2024-01-01,29,329,476,2880,0.08814589665653495,0.5333197108630686
